Id,Randbucket,Buckets,EndYear,Rk,G,Date,Years,Days,Age,Tm,Home,Opp,Win,Diff,GS,MP,FG,FGA,FG_PCT,3P,3PA,3P_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
199,0.347840173,A2,1988,17,17,12/5/1987,24,291,24.79671458,CHI,0,SAS,0,-9,1,40,15,22,0.682,0,2,0,10,12,0.833,1,1,2,8,1,0,6,3,40,30.2
200,0.178151008,A2,1988,18,18,12/8/1987,24,294,24.80492813,CHI,1,PHI,0,-13,1,42,14,26,0.538,0,1,0,5,6,0.833,1,4,5,10,3,3,7,4,33,25.4
201,0.136238067,A2,1988,19,19,12/10/1987,24,296,24.81040383,CHI,1,MIL,1,6,1,40,11,18,0.611,0,0,,10,11,0.909,1,6,7,4,3,1,3,2,32,28.6
202,0.144758196,A2,1988,20,20,12/12/1987,24,298,24.81587953,CHI,1,HOU,1,9,1,40,16,28,0.571,0,0,,12,12,1,0,3,3,9,5,5,3,3,44,42.3
203,0.14782877,A2,1988,21,21,12/15/1987,24,301,24.82409309,CHI,0,DET,0,-4,1,50,12,26,0.462,1,2,0.5,13,16,0.813,3,5,8,12,3,1,2,6,38,34.7
204,0.867616953,A1,1988,22,22,12/17/1987,24,303,24.82956879,CHI,1,CLE,1,11,1,41,20,31,0.645,0,0,,12,12,1,0,3,3,6,4,1,2,2,52,45.3
205,0.178573642,A2,1988,23,23,12/19/1987,24,305,24.83504449,CHI,0,WSB,0,-13,1,43,12,23,0.522,0,0,,6,8,0.75,0,2,2,7,3,2,2,3,30,24.6
206,0.88878586,A1,1988,24,24,12/22/1987,24,308,24.84325804,CHI,1,DAL,0,-11,1,41,11,20,0.55,0,1,0,6,7,0.857,4,2,6,7,4,2,4,4,28,26.1
207,0.946388205,A1,1988,25,25,12/23/1987,24,309,24.84599589,CHI,0,NYK,0,-1,1,39,5,15,0.333,0,0,,6,9,0.667,1,4,5,2,3,0,2,3,16,9.4
208,0.168650957,A2,1988,26,26,12/26/1987,24,312,24.85420945,CHI,0,IND,0,-14,1,34,6,22,0.273,0,0,,5,6,0.833,2,4,6,6,0,2,5,3,17,5.6
209,0.754620467,A1,1988,27,27,12/29/1987,24,315,24.862423,CHI,1,ATL,0,-10,1,43,16,37,0.432,0,2,0,7,9,0.778,6,2,8,6,5,0,2,5,39,28.7
210,0.203367597,A2,1988,28,28,1/2/1988,24,319,24.8733744,CHI,1,NJN,1,23,1,37,9,19,0.474,0,0,,7,7,1,3,7,10,10,6,3,1,4,25,32
211,0.591299007,A1,1988,29,29,1/5/1988,24,322,24.88158795,CHI,1,IND,1,16,1,38,12,20,0.6,0,0,,7,8,0.875,6,5,11,9,4,5,2,5,31,36.9
212,0.792125281,A1,1988,30,30,1/7/1988,24,324,24.88706366,CHI,1,DEN,1,4,1,42,11,22,0.5,0,0,,6,11,0.545,3,6,9,5,6,4,3,2,28,27.4
213,0.194512056,A2,1988,31,31,1/9/1988,24,326,24.89253936,CHI,1,UTA,1,22,1,38,17,23,0.739,0,0,,11,14,0.786,1,2,3,8,4,0,1,3,45,43.2
214,0.95920624,A1,1988,32,32,1/12/1988,24,329,24.90075291,CHI,1,BOS,0,-7,1,43,19,35,0.543,0,1,0,4,5,0.8,2,2,4,6,3,1,0,0,42,34.6
215,0.297610881,A2,1988,33,33,1/14/1988,24,331,24.90622861,CHI,0,CLE,0,-3,1,45,12,24,0.5,0,1,0,4,6,0.667,3,1,4,7,1,2,4,3,28,19.7
216,0.121785428,A2,1988,34,34,1/16/1988,24,333,24.91170431,CHI,1,DET,1,16,1,38,12,26,0.462,0,0,,12,13,0.923,4,6,10,10,4,4,3,3,36,36.4
217,0.242669448,A2,1988,35,35,1/18/1988,24,335,24.91718001,CHI,1,WSB,1,14,1,39,13,19,0.684,0,0,,7,10,0.7,0,3,3,7,5,0,2,4,33,30.9
218,0.528614673,A1,1988,36,36,1/19/1988,24,336,24.91991786,CHI,0,ATL,0,-12,1,41,14,22,0.636,0,0,,10,10,1,0,3,3,4,3,1,2,0,38,33.6
219,0.116738187,A2,1988,37,37,1/22/1988,24,339,24.92813142,CHI,1,PHO,1,10,1,38,17,25,0.68,0,0,,8,8,1,0,4,4,13,4,4,2,2,42,45.6
220,0.491849562,A2,1988,38,38,1/23/1988,24,340,24.93086927,CHI,1,GSW,1,27,1,38,13,19,0.684,0,0,,10,13,0.769,3,4,7,8,3,1,2,5,36,35.3
221,0.160287405,A2,1988,39,39,1/26/1988,24,343,24.93908282,CHI,0,IND,0,-4,1,40,13,26,0.5,1,1,1,7,10,0.7,2,5,7,5,2,1,6,5,34,20.9
222,0.606579094,A1,1988,40,40,1/27/1988,24,344,24.94182067,CHI,0,PHI,1,10,1,46,12,21,0.571,1,1,1,12,12,1,2,2,4,7,2,1,2,5,37,32.7
223,0.214078213,A2,1988,41,41,1/29/1988,24,346,24.94729637,CHI,1,NJN,1,27,1,27,14,18,0.778,0,0,,4,5,0.8,0,1,1,4,10,2,3,1,32,35.7
224,0.891379632,A1,1988,42,42,1/30/1988,24,347,24.95003422,CHI,1,NYK,1,2,1,44,10,17,0.588,0,1,0,8,8,1,1,4,5,4,2,4,5,3,28,23.4
225,0.484243183,A2,1988,43,43,2/1/1988,24,349,24.95550992,CHI,0,SAC,0,-2,1,40,13,31,0.419,0,0,,11,15,0.733,0,5,5,3,5,2,4,4,37,23.3
226,0.879579739,A1,1988,44,44,2/2/1988,24,350,24.95824778,CHI,0,LAL,0,-9,1,40,14,26,0.538,0,0,,11,11,1,1,1,2,4,3,1,3,3,39,29.7
227,0.77060371,A1,1988,45,45,2/4/1988,24,352,24.96372348,CHI,0,PHO,1,12,1,37,14,27,0.519,0,1,0,9,11,0.818,1,4,5,8,0,1,0,1,37,30.7
228,0.239805917,A2,1988,46,46,2/9/1988,24,357,24.97741273,CHI,1,DET,0,-15,1,42,7,22,0.318,0,0,,6,8,0.75,1,6,7,9,4,0,2,4,20,15.8
229,0.682278891,A1,1988,47,47,2/10/1988,24,358,24.98015058,CHI,0,NJN,0,-9,1,37,10,23,0.435,0,2,0,14,15,0.933,2,2,4,4,1,3,3,3,34,25.2
230,0.846238765,A1,1988,48,48,2/12/1988,24,360,24.98562628,CHI,0,MIL,1,2,1,43,9,19,0.474,0,1,0,9,10,0.9,0,6,6,8,0,0,3,3,27,20.1
231,0.986785989,A1,1988,49,49,2/13/1988,24,361,24.98836413,CHI,0,DET,0,-9,1,40,9,22,0.409,0,1,0,9,10,0.9,0,2,2,2,3,2,4,0,27,17.2
232,0.276217947,A2,1988,50,50,2/15/1988,24,363,24.99383984,CHI,1,ATL,1,19,1,38,13,22,0.591,0,0,,6,8,0.75,3,10,13,8,5,2,2,2,32,35.3
233,0.631296736,A1,1988,51,51,2/19/1988,25,2,25.0054757,CHI,1,SAC,1,21,1,38,19,27,0.704,0,0,,11,14,0.786,2,1,3,3,3,3,5,2,49,39.6
234,0.981633772,A1,1988,52,52,2/21/1988,25,4,25.0109514,CHI,0,CLE,0,-2,1,45,16,31,0.516,0,2,0,14,15,0.933,1,3,4,9,3,1,3,3,46,37.7
235,0.328769881,A2,1988,53,53,2/23/1988,25,6,25.0164271,CHI,1,SEA,1,7,1,48,11,29,0.379,0,0,,17,20,0.85,2,7,9,5,4,2,0,4,39,32.7
236,0.436285749,A2,1988,54,54,2/26/1988,25,9,25.02464066,CHI,1,POR,0,-8,1,43,21,34,0.618,0,2,0,10,12,0.833,2,6,8,3,2,3,6,5,52,37.2
237,0.781184107,A1,1988,55,55,2/27/1988,25,10,25.02737851,CHI,1,MIL,0,-3,1,44,16,27,0.593,0,0,,6,8,0.75,1,1,2,3,3,3,3,5,38,27.9
238,0.862213477,A1,1988,56,56,2/29/1988,25,12,25.03285421,CHI,0,PHI,0,-1,1,46,13,22,0.591,0,0,,9,13,0.692,1,4,5,4,2,0,3,1,35,26.5
239,0.080104039,A2,1988,57,57,3/3/1988,25,15,25.04106776,CHI,1,PHI,1,4,1,41,15,29,0.517,0,0,,6,9,0.667,0,10,10,7,3,2,5,4,36,26.2
240,0.084699935,A2,1988,58,58,3/5/1988,25,17,25.04654346,CHI,1,LAC,1,24,1,27,9,13,0.692,0,0,,3,4,0.75,0,6,6,4,4,2,2,2,21,22.3
241,0.973699332,A1,1988,59,59,3/7/1988,25,19,25.05201916,CHI,0,NYK,0,-12,1,44,12,24,0.5,0,2,0,14,16,0.875,1,9,10,3,1,0,4,4,38,26.1
242,0.766145974,A1,1988,60,60,3/10/1988,25,22,25.06023272,CHI,1,LAL,1,21,1,42,17,34,0.5,0,1,0,4,4,1,5,4,9,7,3,1,2,2,38,31.5
243,0.375047059,A2,1988,61,61,3/12/1988,25,24,25.06570842,CHI,1,SAS,1,20,1,34,9,22,0.409,0,0,,10,12,0.833,3,4,7,6,0,0,2,2,28,20.1
244,0.18385224,A2,1988,62,62,3/15/1988,25,27,25.07392197,CHI,1,CLE,1,19,1,37,17,29,0.586,0,0,,4,7,0.571,4,2,6,1,2,1,2,2,38,27.3
245,0.495705686,A2,1988,63,63,3/16/1988,25,28,25.07665982,CHI,0,WSB,0,-3,1,39,10,23,0.435,0,0,,5,5,1,3,1,4,5,0,2,3,2,25,16.4
246,0.141460675,A2,1988,64,64,3/18/1988,25,30,25.08213552,CHI,1,BOS,1,10,1,42,19,32,0.594,1,2,0.5,11,11,1,2,3,5,9,5,1,1,4,50,46.9
247,0.242902893,A2,1988,65,65,3/20/1988,25,32,25.08761123,CHI,0,BOS,0,-30,1,39,10,18,0.556,0,0,,6,8,0.75,0,4,4,7,1,1,5,4,26,17.8
248,0.022499035,A2,1988,66,66,3/23/1988,25,35,25.09582478,CHI,0,PHI,1,16,1,42,20,35,0.571,0,1,0,9,12,0.75,5,8,13,2,0,2,0,4,49,38.4
249,0.285965283,A2,1988,67,67,3/25/1988,25,37,25.10130048,CHI,0,CLE,1,1,1,48,14,29,0.483,0,0,,11,13,0.846,2,6,8,7,2,4,3,3,39,32.2
250,0.153412658,A2,1988,68,68,3/26/1988,25,38,25.10403833,CHI,1,IND,1,9,1,42,16,27,0.593,0,2,0,6,9,0.667,0,3,3,2,3,4,6,2,38,25.6
251,0.254172518,A2,1988,69,69,3/29/1988,25,41,25.11225188,CHI,0,SEA,0,-3,1,42,8,17,0.471,0,0,,10,12,0.833,1,3,4,4,2,2,6,3,26,17.1
252,0.940963774,A1,1988,70,70,3/30/1988,25,42,25.11498973,CHI,0,LAC,1,17,1,34,15,25,0.6,0,0,,6,6,1,2,4,6,4,6,0,2,3,36,32.7
253,0.80874697,A1,1988,71,71,4/1/1988,25,44,25.12046543,CHI,0,POR,1,15,1,42,13,30,0.433,1,2,0.5,11,13,0.846,4,7,11,7,3,0,3,5,38,29.2
254,0.434741006,A2,1988,72,72,4/3/1988,25,46,25.12594114,CHI,0,DET,1,2,1,42,21,27,0.778,0,1,0,17,19,0.895,2,2,4,6,2,2,1,4,59,54.7
255,0.849412897,A1,1988,73,73,4/5/1988,25,48,25.13141684,CHI,1,WSB,0,-11,1,42,12,20,0.6,0,1,0,5,8,0.625,1,2,3,1,4,2,6,4,29,18.4
256,0.207459333,A2,1988,74,74,4/6/1988,25,49,25.13415469,CHI,0,MIL,1,9,1,44,12,22,0.545,0,0,,13,13,1,1,5,6,6,3,1,5,5,37,29.5
257,0.968040313,A1,1988,75,75,4/8/1988,25,51,25.13963039,CHI,1,NYK,1,9,1,43,13,24,0.542,0,0,,14,18,0.778,3,3,6,3,8,1,3,4,40,36
258,0.046535312,A2,1988,76,76,4/14/1988,25,57,25.15605749,CHI,0,IND,1,6,1,38,12,28,0.429,0,2,0,11,12,0.917,2,4,6,3,3,1,2,3,35,25
259,0.303365398,A2,1988,77,77,4/15/1988,25,58,25.15879535,CHI,0,NJN,1,1,1,39,11,20,0.55,0,0,,6,8,0.75,0,0,0,4,2,0,3,5,28,17.4
260,0.871849195,A1,1988,78,78,4/17/1988,25,60,25.16427105,CHI,1,MIL,1,8,1,38,17,29,0.586,0,1,0,10,14,0.714,1,2,3,6,4,3,2,4,44,36.9
261,0.293239025,A2,1988,79,79,4/19/1988,25,62,25.16974675,CHI,0,NYK,1,3,1,40,18,27,0.667,0,2,0,11,13,0.846,3,2,5,2,2,1,6,4,47,33.7
262,0.762999498,A1,1988,80,80,4/21/1988,25,64,25.17522245,CHI,0,BOS,0,-7,1,41,17,33,0.515,0,2,0,5,6,0.833,3,0,3,8,2,1,4,5,39,26.7
263,0.046888289,A2,1988,81,81,4/22/1988,25,65,25.1779603,CHI,1,CLE,0,-4,1,42,12,26,0.462,0,0,,2,2,1,1,0,1,7,4,1,2,5,26,18.9
264,0.066718013,A2,1988,82,82,4/24/1988,25,67,25.183436,CHI,1,BOS,1,7,1,44,16,25,0.64,0,1,0,14,15,0.933,0,6,6,6,1,1,3,3,46,38
265,0.345406627,A2,1989,1,1,11/4/1988,25,261,25.71457906,CHI,1,DET,0,-13,1,43,10,19,0.526,0,2,0,8,12,0.667,1,4,5,7,5,2,2,5,28,26.3
266,0.02258188,A2,1989,2,2,11/5/1988,25,262,25.71731691,CHI,0,WSB,1,13,1,39,9,21,0.429,0,0,,11,12,0.917,0,2,2,7,3,0,5,4,29,19.4
267,0.204810756,A2,1989,3,3,11/8/1988,25,265,25.72553046,CHI,0,NYK,0,-9,1,39,13,21,0.619,2,3,0.667,3,3,1,2,1,3,9,2,0,4,5,31,25.5
268,0.189084345,A2,1989,4,4,11/9/1988,25,266,25.72826831,CHI,0,BOS,1,6,1,42,18,33,0.545,2,4,0.5,14,16,0.875,0,3,3,2,9,2,2,4,52,44.4
269,0.758872848,A1,1989,5,5,11/11/1988,25,268,25.73374401,CHI,1,NJN,1,12,1,41,14,24,0.583,0,1,0,8,11,0.727,1,5,6,3,3,4,6,2,36,26.9
270,0.513890546,A1,1989,6,6,11/12/1988,25,269,25.73648186,CHI,0,NJN,0,-6,1,43,17,31,0.548,0,3,0,8,12,0.667,2,5,7,6,3,1,1,2,42,34.5
271,0.057624487,A2,1989,7,7,11/15/1988,25,272,25.74469541,CHI,1,PHI,1,13,1,43,14,27,0.519,0,0,,5,6,0.833,1,5,6,6,5,1,3,2,33,27.6
272,0.208363979,A2,1989,8,8,11/16/1988,25,273,25.74743326,CHI,0,PHI,0,-13,1,43,24,29,0.828,0,1,0,4,4,1,3,6,9,1,4,2,4,2,52,46.5
273,0.062905709,A2,1989,9,9,11/18/1988,25,275,25.75290897,CHI,1,ATL,1,3,1,49,12,21,0.571,0,0,,10,13,0.769,1,8,9,9,1,0,6,4,34,25.7
274,0.492246088,A2,1989,10,10,11/22/1988,25,279,25.76386037,CHI,0,SAC,1,16,1,38,16,20,0.8,0,0,,0,0,,1,10,11,8,1,1,2,3,32,32.2
275,0.128533767,A2,1989,11,11,11/23/1988,25,280,25.76659822,CHI,0,LAC,0,-8,1,41,7,15,0.467,1,2,0.5,11,12,0.917,2,10,12,7,5,4,6,4,26,27.4
276,0.875126311,A1,1989,12,12,11/26/1988,25,283,25.77481177,CHI,0,DEN,0,-5,1,44,19,27,0.704,3,5,0.6,11,14,0.786,2,9,11,7,1,0,6,3,52,42.3
277,0.199277178,A2,1989,13,13,11/29/1988,25,286,25.78302533,CHI,0,GSW,0,-10,1,43,11,24,0.458,0,1,0,4,4,1,2,8,10,7,4,0,3,3,26,22.1
278,0.072576381,A2,1989,14,14,11/30/1988,25,287,25.78576318,CHI,0,UTA,0,-14,1,39,11,25,0.44,0,1,0,11,13,0.846,4,4,8,5,2,1,3,1,33,25.9
279,0.908328759,A1,1989,15,15,12/3/1988,25,290,25.79397673,CHI,0,DAL,1,13,1,43,16,31,0.516,0,0,,7,8,0.875,3,8,11,6,2,3,2,5,39,32.1
280,0.031265184,A2,1989,16,16,12/6/1988,25,293,25.80219028,CHI,1,BOS,1,5,1,43,14,20,0.7,0,0,,10,11,0.909,2,7,9,5,5,0,6,4,38,33.6
281,0.005339678,A2,1989,17,17,12/7/1988,25,294,25.80492813,CHI,0,DET,0,-13,1,40,4,16,0.25,0,0,,10,11,0.909,3,4,7,7,1,2,3,1,18,15.2
282,0.551634777,A1,1989,18,18,12/9/1988,25,296,25.81040383,CHI,1,MIL,1,18,1,40,10,17,0.588,0,2,0,15,17,0.882,3,8,11,5,1,1,5,3,35,29.8
283,0.135651761,A2,1989,19,19,12/10/1988,25,297,25.81314168,CHI,1,MIA,1,23,1,37,14,25,0.56,1,2,0.5,9,10,0.9,2,9,11,4,2,0,1,3,38,32.4
284,0.737450625,A1,1989,20,20,12/13/1988,25,300,25.82135524,CHI,1,ATL,0,-18,1,41,11,24,0.458,0,1,0,6,6,1,2,12,14,6,2,0,1,3,28,24.6
285,0.014545356,A2,1989,21,21,12/16/1988,25,303,25.82956879,CHI,1,IND,1,7,1,38,10,22,0.455,0,3,0,8,9,0.889,3,4,7,7,6,0,2,4,28,26.8
286,0.725663757,A1,1989,22,22,12/17/1988,25,304,25.83230664,CHI,0,MIL,1,19,1,40,12,25,0.48,0,1,0,12,12,1,0,6,6,5,3,0,3,2,36,27.8
287,0.895586132,A1,1989,23,23,12/20/1988,25,307,25.84052019,CHI,1,LAL,1,13,1,39,11,23,0.478,2,3,0.667,18,22,0.818,4,3,7,8,4,0,1,0,42,41
288,0.377297252,A2,1989,24,24,12/23/1988,25,310,25.84873374,CHI,0,CHH,0,-2,1,41,14,26,0.538,0,0,,5,6,0.833,2,3,5,4,6,0,7,5,33,22.1
289,0.801436794,A1,1989,25,25,12/27/1988,25,314,25.85968515,CHI,1,CLE,0,-11,1,42,18,30,0.6,1,1,1,6,6,1,3,9,12,4,3,0,4,3,43,34.6
290,0.51349141,A1,1989,26,26,12/29/1988,25,316,25.86516085,CHI,1,NYK,1,2,1,40,14,27,0.519,0,2,0,9,12,0.75,1,8,9,3,3,0,3,2,37,26.9
291,0.906884983,A1,1989,27,27,12/30/1988,25,317,25.8678987,CHI,0,IND,1,16,1,37,13,26,0.5,0,0,,5,5,1,2,5,7,4,4,2,2,1,31,26.7
292,0.304259871,A2,1989,28,28,1/3/1989,25,321,25.8788501,CHI,1,LAC,1,5,1,47,15,30,0.5,0,3,0,11,15,0.733,1,9,10,11,6,0,4,5,41,35.5
293,0.941845463,A1,1989,29,29,1/5/1989,25,323,25.8843258,CHI,0,CLE,0,-5,1,41,13,24,0.542,1,2,0.5,5,5,1,2,9,11,7,2,0,2,2,32,28.6
294,0.384859755,A2,1989,30,30,1/6/1989,25,324,25.88706366,CHI,1,UTA,0,-14,1,37,12,21,0.571,0,0,,3,5,0.6,1,4,5,4,2,1,2,2,27,20.9
295,0.968715941,A1,1989,31,31,1/10/1989,25,328,25.89801506,CHI,0,ATL,1,3,1,41,17,29,0.586,0,2,0,14,16,0.875,4,6,10,9,3,0,4,2,48,42.8
296,0.130521507,A2,1989,32,32,1/11/1989,25,329,25.90075291,CHI,0,CHH,1,5,1,40,7,15,0.467,0,0,,10,11,0.909,1,3,4,10,3,1,6,4,24,20.6
297,0.665196556,A1,1989,33,33,1/13/1989,25,331,25.90622861,CHI,1,DEN,1,5,1,46,13,24,0.542,0,1,0,12,13,0.923,1,11,12,11,3,0,6,4,38,33.1
298,0.213896467,A2,1989,34,34,1/15/1989,25,333,25.91170431,CHI,1,BOS,1,6,1,41,13,23,0.565,0,3,0,16,17,0.941,1,8,9,11,8,0,2,2,42,46.7
299,0.843529773,A1,1989,35,35,1/17/1989,25,335,25.91718001,CHI,1,IND,1,7,1,44,10,18,0.556,0,1,0,2,4,0.5,1,5,6,13,4,1,2,4,22,25
300,0.46296873,A2,1989,36,36,1/19/1989,25,337,25.92265572,CHI,0,MIA,1,4,1,41,14,25,0.56,0,1,0,6,8,0.75,3,2,5,7,2,1,1,3,34,29.4
301,0.808272102,A1,1989,37,37,1/21/1989,25,339,25.92813142,CHI,1,PHO,0,-9,1,41,20,28,0.714,0,0,,13,15,0.867,1,13,14,8,2,1,4,4,53,47.9
302,0.976980564,A1,1989,38,38,1/24/1989,25,342,25.93634497,CHI,1,DAL,1,18,1,33,10,20,0.5,0,1,0,4,5,0.8,1,2,3,6,3,0,1,1,24,20.7
303,0.444443808,A2,1989,39,39,1/25/1989,25,343,25.93908282,CHI,0,PHI,0,-12,1,45,14,25,0.56,0,0,,5,5,1,0,6,6,12,2,1,2,5,33,30
304,0.397860272,A2,1989,40,40,1/27/1989,25,345,25.94455852,CHI,1,WSB,1,11,1,39,14,25,0.56,0,0,,5,8,0.625,3,8,11,9,3,1,1,4,33,31.8
305,0.03979993,A2,1989,41,41,1/31/1989,25,349,25.95550992,CHI,1,DET,0,-6,1,41,7,24,0.292,0,1,0,7,10,0.7,3,9,12,10,2,1,5,6,21,12.9
306,0.2264942,A2,1989,42,42,2/2/1989,25,351,25.96098563,CHI,1,SAC,1,11,1,40,15,21,0.714,0,0,,10,12,0.833,1,6,7,8,4,0,6,2,40,35.8
307,0.167013717,A2,1989,43,43,2/3/1989,25,352,25.96372348,CHI,0,HOU,0,-7,1,45,10,24,0.417,0,1,0,9,12,0.75,2,4,6,10,5,1,3,3,29,26.1
308,0.279700533,A2,1989,44,44,2/5/1989,25,354,25.96919918,CHI,0,DET,0,-11,1,42,10,18,0.556,1,4,0.25,7,8,0.875,2,4,6,10,1,1,1,3,28,28.1
309,0.157324625,A2,1989,45,45,2/7/1989,25,356,25.97467488,CHI,1,CHH,1,25,1,32,11,20,0.55,1,2,0.5,9,10,0.9,2,5,7,5,2,0,3,3,32,26.2
310,0.051148959,A2,1989,46,46,2/9/1989,25,358,25.98015058,CHI,0,SAS,1,5,1,43,9,20,0.45,0,0,,5,8,0.625,3,3,6,9,2,1,6,2,23,16.6
311,0.266935601,A2,1989,47,47,2/14/1989,25,363,25.99383984,CHI,1,ATL,0,-8,1,36,11,14,0.786,1,1,1,9,16,0.563,2,3,5,3,3,1,3,4,32,27.3
312,0.104298269,A2,1989,48,48,2/16/1989,25,365,25.99931554,CHI,1,MIL,1,1,1,40,16,26,0.615,1,2,0.5,17,18,0.944,2,6,8,5,3,0,4,4,50,41.9
313,0.223471589,A2,1989,49,49,2/19/1989,26,2,26.0054757,CHI,0,MIL,1,2,1,40,9,19,0.474,0,0,,5,6,0.833,0,3,3,9,2,3,7,4,23,15.6
314,0.618967313,A1,1989,50,50,2/20/1989,26,3,26.00821355,CHI,1,POR,1,4,1,36,13,22,0.591,0,0,,7,8,0.875,2,4,6,7,1,0,4,3,33,25.7
315,0.389159432,A2,1989,51,51,2/22/1989,26,5,26.01368925,CHI,0,CHH,1,28,1,37,10,14,0.714,0,1,0,4,5,0.8,0,4,4,5,1,0,6,4,24,15.9
316,0.113558492,A2,1989,52,52,2/24/1989,26,7,26.01916496,CHI,1,HOU,1,9,1,38,10,18,0.556,0,0,,13,15,0.867,0,4,4,8,4,0,2,2,33,31.6
317,0.580427215,A1,1989,53,53,2/25/1989,26,8,26.02190281,CHI,0,ATL,0,-30,1,30,7,12,0.583,0,0,,4,5,0.8,1,4,5,3,3,0,4,3,18,13.8
318,0.399013581,A2,1989,54,54,2/28/1989,26,11,26.03011636,CHI,1,SAS,1,19,1,34,11,16,0.688,0,0,,2,2,1,4,2,6,8,2,1,4,1,24,24.5
319,0.719918534,A1,1989,55,55,3/3/1989,26,14,26.03832991,CHI,1,MIL,1,6,1,41,10,18,0.556,1,1,1,7,11,0.636,2,6,8,9,2,1,6,4,28,22.4
320,0.256219259,A2,1989,56,56,3/4/1989,26,15,26.04106776,CHI,0,NYK,0,-18,1,42,10,16,0.625,0,0,,8,8,1,1,2,3,10,2,0,4,4,28,25.5
321,0.691279577,A1,1989,57,57,3/7/1989,26,18,26.04928131,CHI,1,PHI,0,-2,1,39,15,27,0.556,0,0,,4,5,0.8,3,8,11,4,3,0,2,2,34,28.2
322,0.314885167,A2,1989,58,58,3/11/1989,26,22,26.06023272,CHI,1,SEA,1,17,1,40,8,13,0.615,0,0,,2,2,1,1,7,8,15,1,3,3,3,18,24.3
323,0.623436552,A1,1989,59,59,3/13/1989,26,24,26.06570842,CHI,1,IND,1,32,1,30,7,15,0.467,3,4,0.75,4,4,1,3,11,14,14,3,2,1,0,21,31.9
324,0.9058735,A1,1989,60,60,3/15/1989,26,26,26.07118412,CHI,0,CLE,0,-24,1,38,12,22,0.545,0,0,,4,5,0.8,1,5,6,12,3,0,8,3,28,21.4
325,0.319768253,A2,1989,61,61,3/17/1989,26,28,26.07665982,CHI,1,NYK,1,5,1,41,9,16,0.563,2,2,1,13,14,0.929,1,4,5,9,4,1,4,5,33,31.9
326,0.691045376,A1,1989,62,62,3/18/1989,26,29,26.07939767,CHI,0,IND,0,-11,1,44,11,24,0.458,0,1,0,6,7,0.857,0,6,6,10,0,1,2,1,28,22.3
327,0.189066832,A2,1989,63,63,3/21/1989,26,32,26.08761123,CHI,0,LAL,1,1,1,43,7,20,0.35,0,0,,7,8,0.875,1,7,8,16,1,0,5,3,21,18.2
328,0.174020107,A2,1989,64,64,3/22/1989,26,33,26.09034908,CHI,0,PHO,1,1,1,37,10,20,0.5,0,0,,12,12,1,0,10,10,9,1,0,3,5,32,27.3
329,0.160663379,A2,1989,65,65,3/24/1989,26,35,26.09582478,CHI,0,POR,1,15,1,40,10,20,0.5,1,3,0.333,13,16,0.813,3,4,7,17,6,0,7,4,34,35.4
330,0.164045858,A2,1989,66,66,3/25/1989,26,36,26.09856263,CHI,0,SEA,1,1,1,40,8,18,0.444,0,0,,5,5,1,1,11,12,12,3,0,6,3,21,19.8
331,0.354333821,A2,1989,67,67,3/28/1989,26,39,26.10677618,CHI,1,GSW,1,9,1,40,13,24,0.542,0,1,0,7,9,0.778,1,11,12,11,4,0,5,4,33,29.7
332,0.045929225,A2,1989,68,68,3/29/1989,26,40,26.10951403,CHI,0,MIL,1,4,1,43,9,19,0.474,0,1,0,14,16,0.875,1,9,10,10,2,1,4,4,32,29
333,0.461294816,A2,1989,69,69,3/31/1989,26,42,26.11498973,CHI,1,CLE,0,-9,1,43,15,29,0.517,1,2,0.5,6,7,0.857,2,8,10,10,3,1,3,4,37,32.2
334,0.579935002,A1,1989,70,70,4/2/1989,26,44,26.12046543,CHI,1,NJN,1,11,1,39,11,23,0.478,0,1,0,5,5,1,5,9,14,12,2,2,3,2,27,29.5
335,0.121807362,A2,1989,71,71,4/4/1989,26,46,26.12594114,CHI,1,CHH,1,20,1,40,10,15,0.667,0,2,0,13,15,0.867,4,6,10,12,6,1,3,1,33,42
336,0.221841097,A2,1989,72,72,4/6/1989,26,48,26.13141684,CHI,0,DET,0,-7,1,43,11,23,0.478,1,5,0.2,8,8,1,2,11,13,10,2,0,2,2,31,30.2
337,0.631681438,A1,1989,73,73,4/7/1989,26,49,26.13415469,CHI,1,DET,0,-2,1,42,11,18,0.611,0,0,,18,21,0.857,1,6,7,11,2,0,1,6,40,39.4
338,0.879968698,A1,1989,74,74,4/9/1989,26,51,26.13963039,CHI,0,ATL,0,-8,1,43,13,29,0.448,0,3,0,14,14,1,4,6,10,12,1,0,2,3,40,35.7
339,0.346303002,A2,1989,75,75,4/13/1989,26,55,26.15058179,CHI,0,IND,0,-4,1,46,17,30,0.567,0,1,0,13,14,0.929,2,9,11,13,4,2,4,3,47,45.8
340,0.573874836,A1,1989,76,76,4/14/1989,26,56,26.15331964,CHI,0,NJN,0,-12,1,38,12,27,0.444,0,1,0,5,7,0.714,2,8,10,12,3,2,4,2,29,25.9
341,0.473295917,A2,1989,77,77,4/16/1989,26,58,26.15879535,CHI,0,CLE,0,-19,1,27,8,14,0.571,0,1,0,6,6,1,0,3,3,3,2,1,5,2,22,15.3
